,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height
4280,2,85,72,63,80,26,76,82,73,21,78,82,72,74,181
4281,5,65,27,51,55,77,77,72,52,79,21,65,40,23,189
4282,2,79,73,74,77,55,73,77,78,50,67,77,75,68,178
4283,2,75,66,75,78,70,73,79,78,66,69,75,71,60,178
4284,2,84,66,73,81,31,57,82,79,32,72,85,68,61,178
4285,3,81,70,73,76,72,72,80,74,73,72,86,73,62,177
4286,5,79,40,61,68,76,76,65,66,74,55,79,55,34,182
4287,1,50,79,54,67,37,84,51,44,26,75,50,62,81,190
4288,1,68,76,74,73,40,68,69,55,33,78,68,74,78,192
4289,1,78,76,69,75,33,74,69,60,20,71,79,66,72,182
4290,5,71,43,68,69,76,68,71,67,78,54,73,64,37,186
4291,1,77,79,61,73,32,70,76,67,23,77,77,61,79,185
4292,2,78,70,73,77,33,63,74,62,29,67,80,71,69,188
4293,1,77,79,71,78,31,68,75,80,22,82,77,73,76,177
4294,2,73,71,73,81,50,66,82,82,42,78,70,73,66,175
4295,2,92,76,65,80,36,61,93,91,22,74,90,69,73,172
4296,3,72,51,61,70,75,83,75,79,67,56,71,65,36,177
4297,1,81,75,65,76,31,65,86,67,22,77,81,58,78,177
4298,3,80,66,74,79,71,76,80,76,71,67,76,75,67,180
4303,2,83,64,73,80,25,55,91,91,24,68,78,74,63,165
4311,4,76,38,67,66,75,78,67,64,75,27,77,67,32,185
4312,2,85,72,63,80,26,76,82,73,21,78,82,72,74,181
4322,2,77,71,72,81,42,62,91,75,34,70,76,68,66,177
4323,2,81,73,67,79,34,70,77,74,33,71,79,67,66,185
4324,5,79,59,73,77,76,71,82,83,75,69,78,75,53,172
4325,4,71,71,77,75,69,64,71,83,69,71,69,74,71,173
4326,1,82,75,71,75,22,75,81,74,17,74,85,73,75,180
4327,2,96,65,66,77,28,66,86,80,20,72,96,63,66,177
4328,2,81,77,73,75,20,60,76,78,13,74,79,74,75,180
4329,4,86,63,67,74,70,72,77,78,65,73,86,64,61,176
4330,4,77,71,74,74,70,73,74,79,69,72,77,68,61,176
4331,2,89,64,71,74,63,78,85,85,52,69,89,69,55,171
4332,1,85,72,58,74,29,71,81,68,19,74,83,57,73,185
4333,1,83,72,55,75,25,73,83,68,17,80,83,55,76,189
4334,2,83,70,69,73,32,78,74,66,17,69,87,73,71,184
4335,5,73,50,49,62,74,79,63,59,73,58,74,36,49,188
4336,2,91,70,68,77,32,66,88,78,23,70,92,63,72,171
4337,2,93,71,63,76,39,73,84,78,35,75,93,65,74,178
4338,2,91,65,67,76,24,58,80,77,19,73,91,72,70,177
4339,3,82,67,70,77,72,75,88,82,68,74,78,70,60,173
4340,1,84,73,62,74,36,69,80,66,30,78,84,60,75,177
4341,4,78,65,67,72,71,80,68,53,71,74,81,67,62,186
4342,1,90,73,63,74,34,76,78,77,20,77,89,71,79,180
4343,5,78,47,65,67,74,77,73,72,74,61,80,59,36,178
4344,5,73,48,63,68,74,79,65,54,74,60,76,64,42,185
4345,4,68,39,66,63,75,77,59,54,78,48,72,47,33,188
4346,4,78,64,69,73,72,73,73,78,75,41,79,41,48,178
4347,2,84,71,71,75,62,73,86,62,58,73,84,71,71,183
4348,1,85,74,59,74,28,73,75,76,16,71,85,38,77,180
4349,1,82,75,68,72,22,71,79,76,13,75,82,69,75,173
4350,2,93,71,63,82,44,65,91,86,42,72,93,65,69,173
4351,1,83,73,64,75,27,73,76,70,21,75,82,67,76,180
4352,2,93,73,67,79,35,50,92,91,31,67,93,57,72,166
4353,2,91,67,70,79,35,50,89,92,29,73,89,70,65,172
4354,1,83,76,55,73,25,60,83,80,12,78,82,34,79,177
4355,2,86,67,73,76,29,49,88,77,28,65,86,72,65,170
4356,1,92,74,62,73,28,64,87,91,14,75,90,66,77,170
4357,5,76,49,67,66,74,73,66,63,73,44,76,53,41,180
4358,1,83,71,66,75,52,67,85,84,48,75,83,70,72,169
4359,4,89,54,64,76,69,75,84,80,68,70,91,58,47,175
4360,3,85,68,74,76,68,70,82,75,69,75,87,73,66,173
4361,4,85,49,66,76,71,69,83,85,71,66,86,59,45,175
4362,1,90,72,70,79,44,71,91,79,34,75,90,71,75,171
4363,4,86,66,70,77,70,74,76,79,71,68,86,71,60,179
4364,3,73,60,63,70,72,86,68,69,70,42,76,60,46,183
4365,1,82,74,55,72,26,64,76,71,20,75,79,57,78,175
4366,2,80,74,70,75,34,76,77,71,29,79,79,69,71,178
4367,4,85,62,65,72,70,76,84,84,70,70,85,53,58,170
4368,1,83,72,68,78,42,56,85,78,38,75,83,71,77,178
4369,2,86,71,69,73,41,77,75,62,32,72,86,70,72,188
4370,2,74,61,74,76,62,74,73,58,54,68,78,74,53,188
4371,4,85,34,62,74,68,71,79,78,66,58,91,51,21,180
4372,5,79,42,61,67,75,72,70,63,76,46,79,50,28,183
4373,3,81,65,75,78,63,78,82,86,60,62,77,74,56,175
4374,2,81,56,69,73,71,70,78,68,68,73,84,63,58,184
4375,2,90,72,65,77,32,63,78,78,33,72,90,67,74,175
4376,3,86,68,72,77,63,64,85,80,66,68,87,73,65,168
4377,2,90,65,68,78,26,47,91,87,18,68,90,72,67,168
4378,1,84,75,60,74,22,68,78,68,15,79,84,65,79,187
4379,2,84,69,68,82,27,57,90,83,27,67,83,65,64,172
4380,2,90,68,68,78,29,62,89,76,21,68,87,72,68,177
4381,5,82,51,59,58,76,77,53,60,79,55,75,46,40,188
4382,1,82,73,68,80,34,65,87,63,20,72,80,75,74,183
4392,1,63,77,54,71,37,79,66,63,33,79,63,60,78,191
4393,2,90,68,65,81,23,59,91,83,21,66,90,60,65,179
4394,1,63,72,58,64,37,84,37,40,15,77,69,65,74,191
4395,5,66,32,58,56,77,76,62,61,77,27,68,51,25,189
4396,5,54,20,42,49,76,76,47,54,74,20,60,28,17,195
4397,3,68,72,75,74,58,71,67,69,53,68,70,78,68,190
4398,3,79,57,75,78,64,65,80,86,58,63,79,69,46,172
4399,2,75,62,76,77,40,63,79,80,28,70,75,80,58,177
4400,5,56,37,44,50,75,80,47,34,75,28,50,38,29,189
4401,1,93,72,67,76,32,67,94,89,25,78,94,65,75,175
4402,3,75,62,72,77,63,67,75,69,57,69,73,72,56,184
4403,5,80,32,58,61,73,78,74,70,70,35,84,61,31,185
4404,4,87,50,68,75,70,72,75,71,68,66,86,65,47,180
4405,4,86,40,66,67,72,75,58,46,72,65,88,61,23,188
4406,3,78,68,73,80,61,63,87,78,63,74,78,71,73,175
4407,3,63,69,77,72,64,57,69,71,65,66,63,77,58,176
4408,3,65,70,78,73,66,68,74,78,62,66,65,75,68,175
4410,4,85,52,67,78,73,68,84,92,74,64,82,62,53,173
4411,4,85,58,73,75,68,67,75,76,66,67,87,63,52,179
4413,3,70,67,71,71,73,81,65,63,72,68,71,68,63,172
4414,3,73,73,75,76,68,59,76,71,65,67,72,79,70,182
4415,5,71,39,55,62,77,78,66,72,77,42,71,39,22,178
4416,2,91,66,70,77,30,59,93,89,33,69,89,74,67,175
4417,3,63,74,77,75,53,59,66,67,43,72,64,77,66,181
4418,5,70,41,52,57,75,79,46,50,75,30,72,44,34,188
4419,5,72,57,53,58,74,82,66,70,74,57,69,34,57,185
4420,2,74,73,77,75,47,64,79,76,46,67,75,77,73,178
4421,1,73,76,65,72,35,73,69,60,32,73,73,63,76,185
4422,1,92,71,65,75,34,80,86,90,20,74,91,67,71,173
4423,2,76,75,73,77,54,68,74,58,50,71,75,68,71,183
4424,5,84,38,52,57,75,83,75,66,75,50,89,48,30,188
4425,2,88,71,67,75,38,71,75,72,25,74,89,68,69,175
4426,4,84,44,69,71,70,71,68,74,68,57,84,71,26,178
4427,2,74,71,76,76,48,71,77,69,45,71,76,77,69,184
4428,4,80,57,70,70,71,82,75,85,71,73,81,70,48,170
4429,5,70,38,60,58,79,75,65,52,81,35,69,51,34,190
4430,2,75,73,75,74,54,65,77,69,49,71,76,77,69,180
4431,2,79,66,71,81,38,56,92,90,30,68,82,76,64,173
4432,2,78,74,74,75,36,69,75,66,27,72,76,71,67,178
4433,2,86,72,67,81,36,64,87,83,33,65,86,74,73,171
4434,5,49,47,43,43,73,81,32,28,70,36,51,45,51,197
4435,2,82,70,68,81,32,52,90,76,30,64,82,69,66,177
4436,1,79,73,56,74,42,70,69,69,29,68,80,52,75,186
4437,5,48,52,66,65,76,73,54,46,76,53,45,69,39,188
4439,1,60,73,53,66,31,83,64,41,23,75,71,57,79,197
4440,3,76,56,78,83,60,65,86,89,53,62,75,81,52,180
4441,3,79,58,72,78,57,66,78,85,51,60,77,78,52,175
4445,2,86,67,73,76,29,49,88,77,28,65,86,72,65,170
4461,4,85,52,67,78,73,68,84,92,74,64,82,62,53,173
4462,2,85,68,74,76,68,70,82,75,69,75,87,73,66,173
4463,2,93,73,67,79,35,50,92,91,31,67,93,57,72,166
4473,1,90,93,81,90,35,79,87,70,28,95,91,82,94,187
4474,1,88,91,88,96,32,61,91,95,33,94,86,94,95,170
4475,2,92,84,83,95,32,59,96,84,27,89,90,87,87,175
4477,2,77,86,92,87,60,78,79,77,67,87,76,94,83,181
4478,1,80,90,79,87,52,85,82,83,62,92,75,84,94,182
4479,2,91,82,86,94,35,67,95,94,34,87,89,89,84,173
4480,3,76,76,90,91,70,67,93,94,60,79,72,92,72,172
4481,5,75,63,71,72,91,84,78,66,89,52,75,63,60,184
4482,1,78,89,75,85,41,82,78,78,34,91,78,77,91,184
4485,3,67,82,89,82,74,69,70,71,68,79,66,86,76,183
4486,5,68,48,65,64,89,84,58,54,90,48,68,52,42,187
4488,1,70,91,81,81,47,85,71,71,56,94,72,82,95,188
4489,5,70,46,57,60,92,84,54,55,94,28,73,50,33,187
4490,5,69,46,56,60,91,82,54,55,93,28,72,50,33,187
4491,2,85,85,84,91,28,66,91,85,23,84,83,87,84,177
4492,1,84,89,76,89,28,73,86,91,30,92,80,83,93,173
4493,2,66,74,87,91,50,60,92,90,57,88,64,92,73,173
4495,3,80,66,77,81,87,84,82,92,90,71,78,79,65,168
4496,5,65,58,76,73,90,76,63,60,89,56,68,79,55,191
4497,1,70,90,79,81,47,83,71,71,56,93,72,80,94,188
4498,2,72,81,85,92,61,62,87,90,60,80,69,90,85,176
4499,1,76,87,72,80,52,83,77,59,52,93,76,77,89,185
4500,1,86,86,81,88,50,70,90,80,59,91,85,81,92,176
4501,3,51,62,80,81,86,80,68,54,91,77,52,87,67,189
4502,3,75,79,86,85,69,87,74,64,67,82,78,87,73,191
4503,2,81,81,86,91,45,64,92,93,55,84,75,90,77,172
4504,3,43,62,79,78,85,80,66,52,90,77,44,86,67,189
4505,2,72,86,88,86,50,67,83,76,52,80,69,89,83,181
4506,2,92,84,79,89,45,72,91,88,38,90,91,82,90,175
4507,2,74,82,89,86,53,64,79,81,59,83,73,91,80,181
4509,2,95,88,84,85,58,76,82,65,54,85,95,79,86,185
4510,4,82,71,83,90,81,82,86,86,75,85,82,82,67,174
4511,3,62,69,75,72,87,88,62,66,88,69,65,77,59,185
4512,1,73,87,70,83,31,74,75,69,35,92,73,74,92,186
4513,2,90,76,84,91,36,50,94,93,51,83,86,87,75,163
4514,5,71,54,73,70,88,79,68,68,88,59,72,72,38,183
4518,2,96,83,80,90,39,73,93,83,34,87,96,85,88,178
4519,2,86,87,85,87,47,69,87,81,50,87,86,89,87,180
4520,5,75,61,69,72,87,86,62,50,85,41,79,60,52,193
4521,1,94,85,76,82,37,71,77,71,27,90,95,78,88,187
4522,5,73,26,49,60,89,87,50,40,92,24,76,36,19,187
4523,1,84,84,76,75,35,87,60,46,30,89,90,76,88,190
4524,2,82,83,79,89,45,77,91,87,38,84,79,83,83,169
4525,3,62,84,87,82,72,69,72,66,72,79,59,86,83,184
4526,5,55,61,69,66,87,76,58,36,91,58,60,62,64,194
4527,4,93,69,79,83,79,72,90,85,72,79,93,70,73,170
4528,5,72,64,71,72,88,82,68,66,90,58,73,58,51,182
4529,5,63,63,73,72,88,79,61,60,90,60,65,68,56,189
4530,1,94,84,75,80,37,70,76,70,27,89,95,77,87,187
4532,1,89,83,80,90,34,55,94,92,25,87,85,83,86,169
4533,5,72,26,46,60,88,86,50,40,91,24,75,34,19,187
4534,3,70,80,84,84,72,69,76,66,75,88,71,86,79,183
4535,2,96,81,79,89,39,72,92,83,34,85,96,84,86,178
4536,1,82,87,63,82,39,76,77,63,34,91,85,65,90,185
4537,1,78,85,61,79,36,72,76,76,45,92,78,64,91,181
4538,3,69,70,87,90,61,57,79,84,67,84,68,94,70,171
4539,2,93,77,79,88,47,57,94,94,47,90,92,79,80,170
4540,3,67,74,80,79,85,80,72,78,88,70,67,76,69,179
4542,5,65,57,74,69,89,79,62,52,91,58,68,68,45,186
4543,3,73,75,85,90,68,63,91,86,68,80,69,87,69,174
4545,2,95,75,81,91,43,65,93,91,45,76,93,84,67,172
4546,4,85,65,77,81,82,83,79,78,81,70,86,70,55,180
4547,5,61,58,69,71,87,80,60,52,90,38,65,74,48,190
4548,5,70,45,54,65,87,85,59,53,89,38,73,47,47,189
4549,3,66,70,86,86,73,69,77,79,75,70,66,88,60,178
4550,3,56,71,79,76,83,83,52,50,85,69,59,75,64,194
4552,3,67,74,78,79,83,79,72,78,86,70,67,75,69,179
4553,2,95,81,78,86,38,70,88,81,36,84,96,82,81,183
4554,5,60,57,63,61,86,80,64,62,85,51,61,53,54,183
4555,5,76,55,78,74,87,77,72,73,88,62,76,74,46,178
4556,5,73,50,72,66,85,83,56,52,85,47,76,75,34,192
4557,3,73,74,84,89,67,63,90,86,67,79,69,86,69,174
4558,1,74,83,80,78,50,71,75,72,44,93,75,85,87,186
4559,1,77,83,80,86,61,78,80,81,60,87,77,85,87,181
4560,2,94,80,76,87,42,73,91,86,42,87,93,82,84,175
4561,2,70,73,86,84,24,58,79,70,24,83,69,91,72,180
4562,5,84,45,61,65,86,80,63,40,87,44,85,56,40,191
4563,3,65,60,84,89,79,66,87,94,78,71,62,87,60,165
4564,2,86,80,80,83,62,78,78,74,64,86,88,79,79,186
4565,5,63,69,64,62,87,74,46,36,86,53,66,59,57,198
4566,3,47,80,88,79,71,71,66,72,70,81,43,86,79,182
4568,4,73,68,84,82,79,74,84,83,73,80,69,79,66,176
4570,5,73,41,58,62,88,84,48,48,93,30,74,58,42,187
4571,3,57,76,80,78,81,83,55,54,80,79,60,82,72,189
4572,3,78,68,77,79,83,83,83,79,85,72,77,76,64,180
4573,2,85,86,82,86,44,64,86,81,47,86,85,86,86,180
4574,2,93,73,76,87,47,56,93,93,47,86,92,76,76,170
4575,5,56,54,65,66,85,81,57,41,87,41,59,59,45,190
4576,2,85,79,81,90,37,59,93,88,44,80,83,81,80,179
4577,3,57,80,79,78,84,83,74,75,82,78,55,78,75,180
4578,4,73,68,83,82,77,73,84,83,72,80,69,79,66,176
4579,2,79,85,81,88,32,62,87,90,30,84,76,83,85,180
4580,2,78,76,82,88,30,57,86,91,31,80,78,85,76,170
4581,4,82,73,80,80,81,75,79,77,80,76,79,77,63,180
4582,5,71,60,67,70,85,84,61,49,84,41,75,59,52,193
4583,3,71,69,78,77,84,84,69,67,83,70,72,76,66,188
4585,5,62,57,72,66,88,78,60,50,90,58,65,67,45,186
4586,2,81,84,83,85,43,60,77,76,40,80,80,84,84,182
4587,2,80,75,78,90,41,59,92,87,51,83,75,79,76,175
4588,5,83,18,42,62,86,82,68,59,86,25,85,22,10,189
4589,1,66,85,71,75,46,73,57,36,58,89,66,74,89,193
4590,1,75,83,64,76,49,87,58,53,58,87,76,74,87,188
4591,2,69,75,88,82,69,78,74,78,80,84,68,87,72,176
4592,3,70,77,79,82,78,76,76,68,77,82,70,82,78,184
4593,4,75,62,78,79,81,79,75,62,78,71,75,70,59,182
4594,3,69,79,80,82,77,84,66,59,75,79,70,85,80,191
4595,1,67,84,69,78,43,74,76,75,39,90,66,70,87,177
4596,5,68,49,60,69,88,76,61,57,90,43,69,58,43,186
4597,3,75,79,78,82,83,83,76,82,83,86,73,76,75,176
4598,5,72,41,57,62,87,82,48,48,92,30,73,57,42,187
4599,5,68,51,57,62,85,81,63,49,86,40,70,48,46,188
4600,2,81,86,77,86,35,65,87,74,39,89,78,75,90,175
4601,2,79,82,81,89,33,79,90,91,31,81,79,81,82,173
4602,1,59,86,77,79,34,78,74,39,28,85,59,79,86,195
4603,3,73,81,77,81,79,84,69,66,75,84,73,78,81,181
4605,2,87,86,78,86,42,68,80,76,48,86,85,82,86,183
4606,1,83,84,72,84,40,74,85,84,29,88,85,74,88,175
4607,3,72,76,80,80,81,83,82,60,79,77,75,81,72,188
4608,5,75,39,70,69,86,77,70,69,86,47,76,51,33,183
4609,1,76,80,78,84,32,76,78,63,47,86,76,86,78,185
4610,4,83,45,76,81,82,80,83,81,83,61,85,59,41,173
4611,1,70,78,71,75,66,85,67,53,59,90,73,74,84,190
4612,5,68,34,57,65,89,72,52,64,94,28,73,62,21,187
4614,2,91,74,77,87,66,69,91,82,63,78,93,76,67,179
4616,2,78,72,83,89,46,58,88,86,49,81,74,84,74,173
4617,3,68,74,83,84,69,70,78,78,73,79,68,86,72,180
4618,4,90,63,75,77,81,80,67,72,78,66,93,69,51,183
4619,4,78,63,81,77,80,71,69,74,75,69,78,83,63,178
4620,3,72,64,84,82,69,71,80,73,59,72,69,87,57,180
4621,3,55,74,88,80,60,58,62,75,64,75,54,91,73,180
4622,2,88,77,80,86,49,62,89,79,43,80,86,83,77,175
4623,5,67,41,52,50,83,82,33,33,82,26,79,30,20,195
4624,3,51,55,70,65,86,83,53,48,85,51,53,75,43,190
4625,3,72,70,77,87,78,82,79,76,75,70,72,80,66,185
4626,2,86,85,76,85,42,68,80,76,48,85,85,80,85,183
4627,2,75,81,78,82,65,78,76,62,64,86,76,84,83,188
4628,5,76,45,55,67,84,82,60,55,84,34,79,44,40,187
4629,2,82,78,79,85,52,69,87,85,41,82,79,84,76,177
4630,1,81,82,72,84,40,72,85,84,29,86,83,74,86,175
4631,5,69,51,50,61,84,82,60,64,85,49,73,45,44,186
4633,4,82,45,73,79,82,78,81,79,83,61,84,57,41,173
4634,1,76,79,76,81,32,75,76,61,47,85,76,84,78,185
4635,5,53,41,61,64,86,75,53,56,89,30,53,57,27,190
4636,2,88,78,75,83,47,65,85,80,64,88,88,78,78,178
4637,4,85,71,83,80,80,77,73,70,80,76,85,74,65,181
4638,5,75,38,69,68,85,76,69,68,85,46,76,51,33,183
4639,2,85,76,82,85,47,66,92,77,35,82,85,82,72,180
4640,5,68,45,51,53,86,82,56,43,88,24,70,27,37,185
4642,3,61,71,80,79,70,72,71,75,50,79,57,86,72,179
4644,1,64,86,77,84,38,65,77,69,31,87,64,83,88,181
4645,5,68,41,60,67,86,76,61,59,88,32,69,59,25,189
4646,2,83,74,82,88,24,62,91,84,29,78,82,84,67,175
4649,3,51,55,79,76,82,84,51,51,84,64,53,83,52,187
4651,1,90,81,73,82,44,71,84,77,44,84,92,74,82,182
4652,2,73,77,85,85,38,68,79,80,32,77,72,87,76,175
4653,2,83,80,81,84,42,69,86,71,46,82,79,80,79,179
4654,1,90,76,81,88,39,57,92,94,50,81,86,85,76,165
4657,2,90,83,73,87,42,73,85,81,38,84,90,73,84,184
4658,5,65,50,69,64,86,77,46,56,84,54,67,57,45,189
4660,2,92,78,80,89,57,62,90,89,47,72,90,81,73,175
4662,1,93,81,67,82,35,69,81,76,39,87,93,61,89,181
4663,3,77,68,77,83,84,82,84,81,87,81,72,80,70,175
4664,1,88,82,81,84,33,79,82,79,29,84,87,81,79,176
4665,2,92,78,78,88,36,57,90,85,42,81,90,86,79,178
4666,2,78,82,84,83,64,73,76,78,59,80,77,86,73,179
4667,2,76,75,87,84,57,67,82,61,52,77,74,89,69,180
4669,2,68,69,78,86,54,49,91,88,56,82,60,82,77,175
4670,2,89,81,73,86,42,72,85,81,38,82,89,73,82,184
4671,2,65,76,84,85,37,50,84,89,42,83,62,85,78,170
4672,5,65,50,67,62,85,76,45,55,84,54,67,56,45,189
4673,1,86,80,72,86,39,73,92,91,53,88,85,77,84,175
4674,2,84,79,81,85,27,64,92,84,21,79,82,84,75,172
4675,3,79,69,82,86,69,72,80,85,69,69,74,88,62,178
4676,1,82,79,71,79,31,71,66,60,37,85,86,76,81,189
4677,5,61,65,73,71,82,77,69,56,79,54,62,69,55,189
4679,2,94,76,75,85,25,60,87,84,29,79,93,75,76,178
4680,3,83,74,80,81,77,76,76,70,70,77,83,82,72,189
4681,3,70,77,79,78,76,81,75,74,75,79,66,80,75,181
4682,3,68,73,78,87,64,68,89,90,68,74,60,81,74,172
4683,5,74,37,66,65,81,79,60,68,75,37,78,53,32,180
4684,2,81,75,82,82,46,67,79,84,42,81,79,83,73,173
4687,2,86,75,81,83,43,52,83,78,45,83,86,83,79,182
4688,2,78,80,84,83,62,72,76,78,58,79,77,86,72,179
4689,1,52,83,57,66,45,83,32,32,38,89,54,68,87,196
4691,3,66,64,70,74,82,86,58,60,83,69,68,73,61,188
4692,5,64,41,58,60,83,85,52,57,85,34,67,50,39,191
4693,3,65,63,73,70,85,80,64,72,90,55,67,71,50,184
4694,5,77,39,67,68,82,83,74,65,80,39,78,60,31,189
4695,3,77,80,82,86,55,64,80,75,39,79,77,84,78,187
4696,3,74,74,79,80,77,79,79,72,70,76,74,80,69,192
4698,2,85,76,83,85,59,67,87,86,55,77,84,85,75,171
4699,5,58,35,54,58,84,74,61,49,86,29,61,41,34,187
4700,3,67,66,76,78,82,75,78,80,82,66,67,81,62,179
4701,5,71,27,58,59,83,81,48,44,80,27,77,61,20,194
4702,1,64,83,66,77,40,80,65,43,40,87,65,68,86,189
4703,2,90,83,78,83,32,67,87,79,35,79,91,81,86,174
4704,2,66,70,86,83,69,68,80,84,75,74,64,88,66,174
4705,3,70,74,81,81,70,69,77,71,70,77,69,86,71,178
4706,1,79,81,66,78,45,69,70,69,43,83,80,58,83,180
4707,3,77,76,82,81,64,69,77,77,66,84,73,83,76,177
4708,5,51,32,44,54,83,84,34,51,82,24,52,23,27,190
4711,1,67,82,64,75,50,81,50,55,58,88,67,73,84,182
4712,1,88,81,78,83,33,79,82,79,29,83,87,78,79,176
4714,1,93,79,67,82,35,67,81,76,39,85,93,61,87,181
4715,3,66,72,81,77,79,80,65,68,75,78,66,79,68,186
4716,3,64,60,71,70,82,83,65,62,82,53,64,69,48,187
4718,1,79,84,73,79,24,77,71,50,10,79,82,74,85,189
4721,2,82,78,79,84,46,75,85,85,49,81,79,80,79,172
4722,2,88,79,75,86,41,64,88,71,58,81,87,71,79,181
4727,4,85,60,74,77,80,76,78,74,80,65,87,70,57,178
4728,1,76,85,73,86,30,71,82,82,35,85,72,67,87,177
4729,2,82,78,81,86,39,66,93,84,30,84,77,82,71,174
4732,2,81,76,83,88,33,54,88,85,50,77,77,83,70,176
4733,4,89,65,78,83,78,73,79,75,80,77,89,71,58,182
4734,4,72,72,81,77,82,81,63,58,82,77,70,77,56,187
4735,5,60,50,61,62,86,80,35,37,88,20,54,62,37,192
4736,4,82,48,70,71,82,80,70,67,73,51,84,56,42,182
4737,2,76,76,83,84,38,56,80,81,40,78,77,83,78,174
4739,5,70,59,69,68,82,83,57,60,83,44,74,65,53,188
4740,2,89,80,77,84,48,64,94,89,56,81,89,74,81,172
4741,2,76,82,82,82,59,72,77,61,55,86,76,78,80,191
4742,2,73,76,82,82,55,51,87,80,66,79,72,85,76,179
4743,5,62,39,53,64,85,75,59,53,87,28,67,50,33,190
4744,2,83,75,80,85,56,64,85,79,65,78,83,80,69,185
4745,3,69,73,83,86,59,67,87,85,63,79,65,86,75,176
4746,3,71,74,77,79,75,82,81,60,74,75,74,78,71,188
4747,5,78,37,63,67,83,74,64,61,83,35,84,59,28,186
4748,4,85,67,76,80,79,79,72,78,78,73,86,71,60,180
4749,2,81,78,76,84,56,68,86,86,65,86,79,82,78,175
4750,3,79,74,77,82,75,71,84,87,76,69,81,76,74,169
4751,5,74,42,59,66,82,82,65,62,81,47,79,54,33,187
4752,3,71,72,79,80,78,76,79,78,78,78,68,81,71,182
4753,5,69,36,69,71,83,78,61,59,84,48,71,67,29,188
4754,5,73,35,59,67,83,78,62,60,89,47,73,60,23,186
4755,2,70,76,79,84,69,62,80,80,68,77,70,81,73,174
4756,2,89,75,76,87,36,55,89,85,42,78,88,84,76,178
4757,4,73,73,78,77,80,79,64,58,79,76,76,69,68,188
4758,2,76,77,77,83,43,56,82,80,49,82,74,77,78,169
4759,5,69,31,63,70,84,72,63,61,82,32,70,62,36,188
4760,1,47,82,71,74,42,79,57,54,37,83,50,76,83,192
4761,2,91,81,72,85,44,67,87,88,45,78,90,68,80,175
4762,3,66,70,83,75,77,78,70,70,77,75,66,83,67,182
4763,3,76,72,77,83,71,73,78,79,70,79,75,78,70,175
4764,4,75,58,82,76,79,72,74,74,77,75,75,80,45,178
4765,2,92,74,75,85,42,59,94,90,31,78,90,74,72,174
4766,2,59,80,84,79,56,70,68,61,57,78,58,83,77,186
4767,3,72,59,70,77,84,79,76,80,83,67,70,70,50,174
4768,2,80,75,82,86,33,54,86,84,50,76,77,82,70,176
4770,5,66,34,52,66,84,79,60,53,88,26,69,40,20,188
4771,3,76,77,82,83,72,71,77,77,74,78,77,82,70,181
4772,3,65,63,81,81,77,71,76,78,80,50,65,80,50,178
4773,5,56,43,52,60,83,86,32,30,84,49,64,50,42,196
4774,3,75,66,76,81,82,80,82,80,85,79,71,79,68,175
4776,3,50,67,72,70,81,89,36,31,81,70,55,77,64,196
4777,5,40,41,54,56,85,83,29,32,85,32,43,47,41,195
4778,4,84,77,78,81,76,76,87,82,74,82,83,76,70,173
4779,3,69,75,83,84,56,63,79,63,45,78,69,87,73,188
4780,5,68,46,60,61,83,79,58,56,85,30,69,48,43,187
4781,4,71,70,81,76,81,81,63,58,81,75,70,77,55,187
4782,4,78,76,77,75,78,84,63,49,77,80,81,71,76,191
4783,4,78,71,81,84,77,66,84,87,72,74,79,78,61,172
4784,2,94,69,75,86,47,61,94,92,54,82,94,79,66,173
4785,3,75,67,74,77,80,82,72,53,80,60,76,73,63,185
4786,4,82,47,68,71,80,78,70,67,72,50,84,55,42,182
4787,1,73,77,85,84,33,60,79,74,44,81,69,87,80,183
4788,5,59,50,58,58,85,80,33,35,87,20,54,59,37,192
4789,3,69,76,76,76,79,80,67,71,78,82,69,78,70,184
4790,2,93,77,75,85,33,64,86,84,45,81,92,78,76,180
4791,4,68,64,73,73,85,79,65,63,88,69,69,76,59,185
4792,2,60,77,80,82,47,73,69,39,46,77,62,84,74,186
4793,2,92,75,78,88,56,60,89,88,47,70,90,79,71,175
4794,1,79,79,77,81,47,81,70,66,43,81,82,77,78,192
4795,5,57,42,54,54,83,82,35,34,85,30,63,49,38,192
4796,3,54,57,66,68,82,83,57,58,82,50,55,63,49,184
4797,1,75,84,71,85,30,71,82,82,35,84,72,66,86,177
4798,1,90,81,63,77,54,77,75,76,55,85,91,72,85,179
4801,5,73,58,71,74,81,73,72,71,77,61,72,75,55,184
4802,2,73,77,83,82,41,61,74,74,41,81,70,84,80,179
4804,3,73,67,81,82,72,68,81,88,75,70,73,83,60,169
4805,3,73,73,76,79,83,88,76,67,82,78,76,79,69,188
4806,5,73,49,68,66,83,80,69,67,82,51,74,65,42,187
4807,3,75,76,82,79,72,73,79,63,70,76,76,82,74,181
4808,2,88,79,76,82,36,68,85,76,24,79,89,80,78,179
4809,3,79,66,79,85,63,62,91,80,65,73,75,82,63,178
4810,2,73,71,81,83,33,65,81,82,35,75,70,83,70,179
4811,5,60,53,54,61,81,87,54,54,81,24,67,44,45,190
4812,2,92,79,75,85,47,65,90,83,38,74,91,79,76,172
4814,2,75,73,86,82,57,67,81,60,52,75,74,88,68,180
