,Rat,Position,Skils,Weak_Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina,Player_Height
3971,84,CM,4,3,61,71,80,79,70,72,31,75,76.0,75.0,83.0,63.0,82.0,77.0,179
3973,84,ST,3,5,64,86,77,84,38,65,37,74,61.0,69.0,88.0,69.0,75.0,73.0,181
3974,84,CB,2,4,68,41,60,67,86,76,29,78,78.0,59.0,71.0,76.0,71.0,66.0,189
3975,84,RM,5,4,83,74,82,88,24,62,38,67,74.0,84.0,88.0,63.0,75.0,65.0,175
3978,84,CDM,3,4,51,55,79,76,82,84,29,83,75.0,51.0,79.0,69.0,86.0,84.0,187
3980,84,ST,4,3,90,81,73,82,44,71,30,77,60.0,77.0,82.0,78.0,58.0,78.0,182
3981,84,CAM,4,4,73,77,85,85,38,68,34,77,57.0,80.0,90.0,48.0,80.0,73.0,175
3982,84,RM,4,3,83,80,81,84,42,69,28,70,56.0,71.0,84.0,76.0,76.0,83.0,179
3983,84,CF,4,4,90,76,81,88,39,57,33,68,56.0,94.0,87.0,70.0,74.0,75.0,165
3986,84,LW,4,3,90,83,73,87,42,73,26,76,58.0,81.0,87.0,79.0,60.0,76.0,184
3987,84,CB,2,3,65,50,69,64,86,77,27,85,75.0,56.0,74.0,75.0,80.0,65.0,189
3989,84,LM,4,4,92,78,80,89,57,62,28,70,69.0,89.0,89.0,39.0,75.0,73.0,175
3991,84,ST,3,4,93,81,67,82,35,69,25,75,64.0,76.0,84.0,80.0,55.0,85.0,181
3992,84,CM,4,3,77,68,77,83,84,82,30,74,87.0,81.0,81.0,70.0,77.0,97.0,175
3993,84,CF,5,3,88,82,81,84,33,79,27,78,76.0,79.0,85.0,74.0,76.0,79.0,176
3994,84,RW,4,5,92,78,78,88,36,57,24,67,55.0,85.0,84.0,61.0,71.0,75.0,178
3995,84,CAM,4,3,78,82,84,83,64,73,27,69,62.0,78.0,85.0,73.0,82.0,90.0,179
3996,84,CAM,4,2,76,75,87,84,57,67,28,65,71.0,61.0,84.0,38.0,88.0,86.0,180
3998,83,CAM,4,4,68,69,78,86,54,49,32,68,30.0,88.0,85.0,65.0,76.0,82.0,175
3999,83,LW,4,3,89,81,73,86,42,72,26,76,58.0,81.0,86.0,78.0,60.0,75.0,184
4000,83,RM,4,3,65,76,84,85,37,50,33,63,50.0,89.0,88.0,70.0,79.0,71.0,170
4001,83,CB,2,3,65,50,67,62,85,76,27,85,75.0,55.0,72.0,75.0,78.0,65.0,189
4002,83,ST,4,3,86,80,72,86,39,73,24,73,73.0,91.0,85.0,77.0,66.0,84.0,175
4003,83,RW,4,4,84,79,81,85,27,64,24,74,53.0,84.0,85.0,58.0,73.0,74.0,172
4004,83,CM,4,4,79,69,82,86,69,72,27,78,77.0,85.0,89.0,63.0,82.0,82.0,178
4005,83,ST,3,4,82,79,71,79,31,71,29,85,56.0,60.0,82.0,84.0,51.0,68.0,189
4006,83,CB,3,3,61,65,73,71,82,77,34,84,85.0,56.0,79.0,78.0,77.0,66.0,189
4008,83,LM,5,3,94,76,75,85,25,60,25,71,36.0,84.0,83.0,75.0,63.0,76.0,178
4009,83,CM,3,4,83,74,80,81,77,76,26,79,80.0,70.0,83.0,67.0,79.0,86.0,189
4010,83,CM,3,3,70,77,79,78,76,81,27,81,81.0,74.0,81.0,90.0,86.0,87.0,181
4011,83,CM,4,4,68,73,78,87,64,68,26,64,78.0,90.0,88.0,53.0,78.0,82.0,172
4012,83,CB,2,4,74,37,66,65,81,79,31,76,78.0,68.0,78.0,81.0,61.0,78.0,180
4013,83,RW,4,4,81,75,82,82,46,67,30,70,65.0,84.0,83.0,68.0,75.0,90.0,173
4016,83,RM,4,2,86,75,81,83,43,52,26,67,48.0,78.0,83.0,63.0,79.0,55.0,182
4017,83,CAM,4,3,78,80,84,83,62,72,27,69,62.0,78.0,85.0,72.0,82.0,89.0,179
4018,83,ST,2,3,52,83,57,66,45,83,32,89,70.0,32.0,74.0,51.0,37.0,82.0,196
4020,83,CDM,3,3,66,64,70,74,82,86,30,83,85.0,60.0,78.0,67.0,79.0,83.0,188
4021,83,CB,2,3,64,41,58,60,83,85,32,86,92.0,57.0,62.0,90.0,67.0,78.0,191
4022,83,CDM,2,4,65,63,73,70,85,80,38,83,84.0,72.0,77.0,77.0,80.0,74.0,184
4023,83,CB,3,3,77,39,67,68,82,83,26,80,85.0,65.0,78.0,77.0,75.0,80.0,189
4024,83,CM,4,5,77,80,82,86,55,64,28,77,48.0,75.0,89.0,75.0,79.0,69.0,187
4025,83,CM,3,3,74,74,79,80,77,79,26,80,76.0,72.0,83.0,73.0,83.0,82.0,192
4027,83,LM,4,2,85,76,83,85,59,67,26,62,63.0,86.0,86.0,71.0,75.0,79.0,171
4028,83,CB,2,3,58,35,54,58,84,74,30,79,83.0,49.0,68.0,87.0,69.0,58.0,187
4029,83,CDM,3,3,67,66,76,78,82,75,34,78,80.0,80.0,78.0,82.0,81.0,80.0,179
4030,83,CB,2,4,71,27,58,59,83,81,25,95,76.0,44.0,64.0,72.0,69.0,63.0,194
4031,83,ST,4,4,64,83,66,77,40,80,30,93,65.0,43.0,81.0,72.0,50.0,73.0,189
4032,83,LM,5,4,90,83,78,83,32,67,29,72,60.0,79.0,82.0,82.0,73.0,83.0,174
4033,83,CAM,4,4,66,70,86,83,69,68,33,71,73.0,84.0,84.0,57.0,87.0,67.0,174
4034,83,CM,4,4,70,74,81,81,70,69,30,75,71.0,71.0,84.0,84.0,82.0,77.0,178
4035,83,ST,4,4,79,81,66,78,45,69,29,77,55.0,69.0,81.0,72.0,56.0,68.0,180
4036,83,CM,3,4,77,76,82,81,64,69,32,72,73.0,77.0,82.0,67.0,82.0,86.0,177
4037,83,CB,2,2,51,32,44,54,83,84,33,80,86.0,51.0,59.0,81.0,59.0,72.0,190
4040,83,ST,3,3,67,82,64,75,50,81,40,78,82.0,55.0,81.0,94.0,52.0,69.0,182
4041,83,ST,5,3,88,81,78,83,33,79,27,78,76.0,79.0,84.0,74.0,74.0,79.0,176
4043,83,ST,3,4,93,79,67,82,35,67,25,75,63.0,76.0,84.0,78.0,55.0,83.0,181
4044,83,CM,3,3,66,72,81,77,79,80,31,78,86.0,68.0,84.0,53.0,84.0,79.0,186
4045,83,CDM,3,3,64,60,71,70,82,83,34,78,88.0,62.0,73.0,76.0,77.0,85.0,187
4047,83,ST,4,4,79,84,73,79,24,77,31,88,70.0,50.0,85.0,74.0,66.0,66.0,189
4050,83,CAM,4,3,82,78,79,84,46,75,31,68,71.0,85.0,84.0,61.0,79.0,82.0,172
4051,83,LM,4,4,88,79,75,86,41,64,28,73,61.0,71.0,87.0,68.0,71.0,74.0,181
4056,83,LB,3,2,85,60,74,77,80,76,27,64,81.0,74.0,78.0,61.0,69.0,90.0,178
4057,83,ST,4,4,76,85,73,86,30,71,30,73,73.0,82.0,87.0,69.0,54.0,76.0,177
4058,83,RW,4,3,82,78,81,86,39,66,28,69,57.0,84.0,84.0,63.0,73.0,78.0,174
4061,83,RW,4,3,81,76,83,88,33,54,28,70,23.0,85.0,91.0,50.0,75.0,77.0,176
4062,83,RB,4,3,89,65,78,83,78,73,27,74,73.0,75.0,83.0,75.0,74.0,83.0,182
4063,83,LB,3,3,72,72,81,77,82,81,36,83,85.0,58.0,77.0,80.0,77.0,84.0,187
4064,83,CB,3,3,60,50,61,62,86,80,33,88,73.0,37.0,71.0,68.0,78.0,81.0,192
4065,83,LB,3,3,82,48,70,71,82,80,25,76,84.0,67.0,79.0,85.0,64.0,78.0,182
4066,83,CAM,4,4,76,76,83,84,38,56,29,70,33.0,81.0,82.0,41.0,76.0,69.0,174
4068,83,CB,2,4,70,59,69,68,82,83,22,89,78.0,60.0,72.0,80.0,75.0,74.0,188
4069,83,RM,4,4,89,80,77,84,48,64,31,63,47.0,89.0,82.0,70.0,70.0,85.0,172
4070,83,CAM,4,4,76,82,82,82,59,72,27,80,65.0,61.0,86.0,53.0,80.0,77.0,191
4071,83,CAM,4,3,73,76,82,82,55,51,30,66,43.0,80.0,85.0,65.0,79.0,77.0,179
4072,82,CB,2,3,62,39,53,64,85,75,27,84,72.0,53.0,65.0,81.0,59.0,67.0,190
4073,82,RM,5,3,83,75,80,85,56,64,27,77,52.0,79.0,87.0,49.0,70.0,80.0,185
4074,82,CM,4,4,69,73,83,86,59,67,29,75,58.0,85.0,90.0,58.0,82.0,74.0,176
4075,82,CM,4,4,71,74,77,79,75,82,32,81,78.0,60.0,82.0,72.0,78.0,88.0,188
4076,82,CB,2,4,78,37,63,67,83,74,32,83,70.0,61.0,72.0,80.0,70.0,67.0,186
4077,82,RB,3,2,85,67,76,80,79,79,36,83,80.0,78.0,81.0,69.0,71.0,81.0,180
4078,82,CAM,4,3,81,78,76,84,56,68,29,62,73.0,86.0,83.0,63.0,66.0,87.0,175
4079,82,CM,4,4,79,74,77,82,75,71,28,64,73.0,87.0,86.0,83.0,80.0,87.0,169
4080,82,CB,2,3,74,42,59,66,82,82,27,77,87.0,62.0,68.0,85.0,56.0,72.0,187
4081,82,CM,3,4,71,72,79,80,78,76,32,70,86.0,78.0,84.0,61.0,80.0,87.0,182
4082,82,CB,3,4,69,36,69,71,83,78,27,70,79.0,59.0,78.0,71.0,72.0,79.0,188
4083,82,CB,2,4,73,35,59,67,83,78,26,81,80.0,60.0,76.0,79.0,69.0,73.0,186
4084,82,CAM,4,4,70,76,79,84,69,62,28,71,44.0,80.0,84.0,73.0,76.0,67.0,174
4085,82,RW,4,5,89,75,76,87,36,55,24,67,54.0,85.0,84.0,59.0,70.0,73.0,178
4086,82,LB,3,3,73,73,78,77,80,79,30,84,75.0,58.0,82.0,71.0,73.0,89.0,188
4087,82,RW,4,5,76,77,77,83,43,56,34,65,56.0,80.0,85.0,66.0,71.0,70.0,169
4088,82,CB,2,3,69,31,63,70,84,72,25,78,73.0,61.0,74.0,72.0,75.0,69.0,188
4089,82,ST,3,3,47,82,71,74,42,79,35,88,76.0,54.0,83.0,84.0,58.0,62.0,192
4090,82,LM,4,4,91,81,72,85,44,67,26,75,63.0,88.0,83.0,64.0,67.0,68.0,175
4091,82,CDM,3,3,66,70,83,75,77,78,31,80,77.0,70.0,80.0,79.0,84.0,91.0,182
4092,82,CM,4,3,76,72,77,83,71,73,31,69,64.0,79.0,83.0,80.0,76.0,85.0,175
4093,82,RB,3,4,75,58,82,76,79,72,31,72,70.0,74.0,79.0,73.0,78.0,88.0,178
4094,82,RM,4,3,92,74,75,85,42,59,29,70,67.0,90.0,81.0,69.0,74.0,65.0,174
4095,82,CAM,3,4,59,80,84,79,56,70,32,82,57.0,61.0,85.0,68.0,79.0,84.0,186
4096,82,CDM,3,3,72,59,70,77,84,79,32,66,84.0,80.0,79.0,87.0,72.0,87.0,174
4097,82,RW,4,3,80,75,82,86,33,54,28,70,23.0,84.0,89.0,50.0,75.0,77.0,176
4099,82,CB,2,3,66,34,52,66,84,79,26,78,84.0,53.0,67.0,78.0,67.0,74.0,188
4100,82,CM,4,3,76,77,82,83,72,71,32,75,68.0,77.0,85.0,69.0,80.0,84.0,181
4101,82,CDM,3,4,65,63,81,81,77,71,35,63,83.0,78.0,84.0,62.0,82.0,75.0,178
4102,82,CB,2,3,56,43,52,60,83,86,31,92,83.0,30.0,62.0,54.0,70.0,79.0,196
4103,82,CM,4,3,75,66,76,81,82,80,30,74,85.0,80.0,80.0,69.0,76.0,95.0,175
4105,82,CDM,2,3,50,67,72,70,81,89,33,75,87.0,31.0,81.0,75.0,77.0,86.0,196
4106,82,CB,2,2,40,41,54,56,85,83,34,85,84.0,32.0,72.0,41.0,62.0,74.0,195
4107,82,RB,4,3,84,77,78,81,76,76,30,67,79.0,82.0,81.0,74.0,75.0,90.0,173
4108,82,CM,4,4,69,75,83,84,56,63,32,77,65.0,63.0,86.0,49.0,83.0,62.0,188
4109,82,CB,2,3,68,46,60,61,83,79,34,77,82.0,56.0,67.0,91.0,67.0,78.0,187
4110,82,LB,3,3,71,70,81,76,81,81,36,83,85.0,58.0,76.0,80.0,77.0,84.0,187
4111,82,RB,3,4,78,76,77,75,78,84,30,90,73.0,49.0,82.0,72.0,74.0,92.0,191
4112,82,RB,4,3,78,71,81,84,77,66,38,68,78.0,87.0,86.0,80.0,79.0,74.0,172
4113,82,RM,5,3,94,69,75,86,47,61,26,72,60.0,92.0,83.0,65.0,55.0,87.0,173
4114,82,CDM,3,3,75,67,74,77,80,82,28,77,76.0,53.0,81.0,84.0,79.0,87.0,185
4115,82,LB,3,3,82,47,68,71,80,78,25,76,82.0,67.0,79.0,83.0,63.0,77.0,182
4116,82,CF,4,4,73,77,85,84,33,60,29,74,29.0,74.0,88.0,54.0,87.0,73.0,183
4117,82,CB,3,3,59,50,58,58,85,80,33,88,73.0,35.0,67.0,68.0,75.0,81.0,192
4118,82,CDM,3,4,69,76,76,76,79,80,36,75,80.0,71.0,79.0,77.0,83.0,88.0,184
4119,82,LM,4,4,93,77,75,85,33,64,24,75,58.0,84.0,83.0,86.0,67.0,76.0,180
4120,82,RB,2,3,68,64,73,73,85,79,32,81,79.0,63.0,75.0,77.0,74.0,86.0,185
4121,82,CAM,4,3,60,77,80,82,47,73,32,82,78.0,39.0,87.0,44.0,78.0,61.0,186
4122,82,LM,4,4,92,75,78,88,56,60,28,70,67.0,88.0,88.0,38.0,74.0,71.0,175
4123,82,ST,4,4,79,79,77,81,47,81,32,83,84.0,66.0,84.0,67.0,74.0,78.0,192
4124,82,CB,2,2,57,42,54,54,83,82,35,87,83.0,34.0,60.0,77.0,53.0,68.0,192
4125,82,CDM,2,3,54,57,66,68,82,83,33,80,91.0,58.0,72.0,73.0,74.0,90.0,184
4126,82,ST,4,4,75,84,71,85,30,71,30,73,73.0,82.0,86.0,69.0,53.0,76.0,177
4127,82,ST,3,3,90,81,63,77,54,77,34,74,92.0,76.0,76.0,74.0,48.0,86.0,179
4130,82,CB,3,3,73,58,71,74,81,73,30,73,80.0,71.0,80.0,89.0,77.0,67.0,184
4131,82,RM,4,3,73,77,83,82,41,61,40,75,53.0,74.0,83.0,33.0,83.0,65.0,179
4133,82,CM,4,2,73,67,81,82,72,68,35,67,72.0,88.0,84.0,74.0,83.0,84.0,169
4134,82,CM,4,2,73,73,76,79,83,88,28,80,86.0,67.0,82.0,83.0,80.0,85.0,188
4135,82,CB,2,2,73,49,68,66,83,80,31,79,82.0,67.0,69.0,83.0,69.0,72.0,187
4136,82,CM,4,3,75,76,82,79,72,73,32,74,62.0,63.0,81.0,59.0,79.0,90.0,181
4137,82,LW,4,4,88,79,76,82,36,68,25,68,67.0,76.0,81.0,65.0,68.0,83.0,179
4138,82,CM,3,4,79,66,79,85,63,62,31,67,64.0,80.0,84.0,67.0,79.0,88.0,178
4139,82,CAM,4,4,73,71,81,83,33,65,30,78,62.0,82.0,87.0,53.0,69.0,74.0,179
4140,82,CB,2,3,60,53,54,61,81,87,35,90,83.0,54.0,68.0,76.0,68.0,84.0,190
4141,82,LM,4,3,92,79,75,85,47,65,33,64,56.0,83.0,85.0,62.0,75.0,79.0,172
4142,82,RM,5,4,83,76,78,87,48,66,33,69,58.0,84.0,88.0,68.0,73.0,78.0,174
4143,82,CAM,4,2,75,73,86,82,57,67,28,65,71.0,60.0,82.0,38.0,87.0,86.0,180
4144,82,ST,4,3,79,81,62,77,50,86,30,84,90.0,69.0,80.0,90.0,45.0,76.0,186
4146,82,ST,3,5,79,81,57,77,41,84,28,72,83.0,75.0,75.0,83.0,42.0,83.0,181
4148,82,CF,5,3,91,74,73,87,29,72,29,66,72.0,78.0,87.0,51.0,65.0,76.0,180
4149,82,CF,4,4,69,83,82,82,46,70,33,76,63.0,76.0,86.0,65.0,80.0,71.0,180
4151,82,CB,3,3,58,51,67,67,81,83,35,84,81.0,46.0,73.0,83.0,72.0,80.0,192
4152,82,RM,4,4,89,79,75,83,47,63,31,63,47.0,88.0,82.0,69.0,69.0,84.0,172
4154,82,CF,4,4,84,80,79,87,27,57,34,61,75.0,91.0,86.0,34.0,76.0,77.0,163
4155,82,CM,3,4,76,71,82,81,73,73,30,65,73.0,88.0,84.0,74.0,84.0,79.0,168
4156,82,ST,4,5,69,83,74,82,34,68,40,69,67.0,73.0,85.0,67.0,67.0,74.0,175
4157,82,CAM,4,4,81,75,81,84,61,69,32,64,56.0,92.0,82.0,88.0,78.0,79.0,170
4158,82,ST,3,4,88,81,72,80,35,75,30,73,67.0,72.0,82.0,79.0,66.0,79.0,182
4159,82,CAM,4,4,76,82,80,80,59,71,27,80,65.0,60.0,84.0,53.0,79.0,76.0,191
4160,82,CAM,4,2,81,72,80,84,41,56,33,66,57.0,81.0,83.0,81.0,75.0,69.0,173
4166,82,ST,5,4,93,80,74,83,42,74,24,70,71.0,77.0,80.0,63.0,65.0,81.0,185
4167,82,CDM,4,3,78,65,79,81,79,75,25,64,84.0,94.0,82.0,53.0,79.0,87.0,168
4168,82,CAM,4,4,67,75,83,84,59,70,28,72,70.0,78.0,86.0,73.0,83.0,75.0,182
4169,82,ST,4,3,73,85,64,76,40,76,27,78,68.0,64.0,80.0,63.0,64.0,74.0,186
4170,82,RM,4,4,86,78,77,84,30,52,28,67,62.0,84.0,82.0,52.0,68.0,67.0,171
4171,82,ST,4,4,72,86,73,78,31,68,38,79,44.0,75.0,82.0,70.0,71.0,66.0,180
4173,82,ST,4,5,85,80,76,84,39,62,31,68,55.0,87.0,83.0,87.0,67.0,70.0,170
4174,82,CM,4,3,78,75,81,83,65,71,25,70,65.0,83.0,84.0,64.0,82.0,81.0,175
4175,82,CAM,4,3,75,74,81,80,45,58,30,74,60.0,71.0,83.0,39.0,70.0,52.0,180
4176,82,CM,4,3,79,57,82,86,72,70,24,70,59.0,78.0,87.0,68.0,77.0,74.0,180
4177,82,RW,4,4,93,77,73,84,41,66,26,70,60.0,77.0,81.0,77.0,65.0,80.0,175
4178,82,ST,4,4,91,81,61,79,25,73,28,69,66.0,91.0,79.0,87.0,55.0,73.0,170
4179,81,RB,4,3,88,64,77,81,77,71,27,74,71.0,74.0,81.0,73.0,74.0,81.0,182
4181,81,RB,2,4,80,68,74,73,81,79,36,79,83.0,66.0,76.0,77.0,69.0,77.0,184
4182,81,CB,2,3,68,47,55,59,81,82,32,81,83.0,45.0,58.0,76.0,63.0,71.0,194
4183,81,LW,5,4,92,80,74,82,40,72,24,70,70.0,77.0,80.0,62.0,65.0,79.0,185
4184,81,LB,3,3,81,51,76,78,77,78,27,85,75.0,70.0,79.0,71.0,68.0,80.0,185
4185,81,CB,2,3,73,40,67,63,81,77,28,85,90.0,50.0,69.0,71.0,72.0,60.0,190
4186,81,RW,5,4,80,77,80,85,46,70,30,72,61.0,91.0,84.0,52.0,78.0,75.0,169
4187,81,LB,3,2,84,59,72,77,77,73,27,64,78.0,74.0,78.0,59.0,68.0,87.0,178
4188,81,RB,3,3,78,62,74,77,78,79,29,76,86.0,76.0,79.0,94.0,72.0,80.0,176
4189,81,LB,3,3,75,58,76,76,79,75,28,76,76.0,68.0,79.0,73.0,70.0,85.0,182
4190,81,CB,2,2,71,64,72,63,84,82,38,84,72.0,43.0,62.0,65.0,77.0,78.0,189
4191,81,RW,4,5,87,73,81,85,48,55,29,61,48.0,90.0,86.0,51.0,76.0,75.0,171
4192,81,LB,3,4,77,64,77,78,78,76,30,80,74.0,62.0,80.0,73.0,74.0,90.0,184
4193,81,RB,3,4,81,51,68,76,79,76,27,70,79.0,69.0,77.0,69.0,70.0,87.0,182
4194,81,CM,3,4,72,73,73,75,78,80,31,72,83.0,70.0,78.0,66.0,75.0,94.0,183
4195,81,RM,5,5,83,72,74,88,46,51,28,62,45.0,87.0,84.0,72.0,68.0,74.0,173
4196,81,LW,4,4,81,70,78,86,42,62,33,70,51.0,78.0,88.0,64.0,69.0,73.0,179
4197,81,LM,3,4,77,76,78,81,41,76,32,79,61.0,63.0,83.0,70.0,80.0,80.0,185
4198,81,CDM,3,3,67,74,73,76,79,83,28,76,78.0,69.0,80.0,72.0,74.0,93.0,182
4199,81,RM,4,4,90,70,75,86,30,56,27,73,40.0,77.0,86.0,70.0,62.0,70.0,177
4200,81,LW,3,3,80,75,80,82,34,50,37,63,52.0,92.0,82.0,60.0,77.0,73.0,167
4201,81,CB,2,2,59,38,50,53,81,83,37,81,82.0,52.0,57.0,76.0,67.0,79.0,191
4202,81,ST,3,3,77,81,78,79,41,83,29,81,78.0,84.0,81.0,78.0,67.0,88.0,179
4203,81,CB,2,4,69,51,61,61,83,79,32,80,82.0,61.0,60.0,73.0,69.0,83.0,186
4204,81,CM,3,4,72,71,81,78,71,72,32,71,80.0,85.0,82.0,61.0,83.0,87.0,171
4206,81,RM,4,4,73,75,82,83,32,54,29,70,32.0,81.0,82.0,40.0,76.0,67.0,174
4207,81,ST,4,5,85,78,74,84,39,61,31,68,55.0,87.0,83.0,86.0,66.0,69.0,170
4208,81,CAM,4,3,81,72,78,86,32,52,28,59,48.0,89.0,86.0,75.0,78.0,75.0,167
4209,81,RW,4,4,88,77,75,84,57,71,31,77,69.0,76.0,84.0,87.0,72.0,85.0,172
4210,81,LB,4,2,84,62,76,82,76,69,26,69,68.0,81.0,82.0,64.0,78.0,83.0,171
4211,81,RB,3,3,81,55,74,75,78,78,29,76,75.0,72.0,79.0,85.0,70.0,90.0,181
4212,81,RM,4,4,78,79,78,81,61,71,34,70,66.0,76.0,83.0,35.0,73.0,86.0,180
4213,81,CAM,4,4,53,69,84,84,66,64,36,73,52.0,80.0,88.0,67.0,85.0,69.0,175
4214,81,CDM,3,4,71,47,68,70,81,84,34,65,89.0,92.0,71.0,89.0,78.0,81.0,171
4215,81,RB,3,4,87,63,77,81,77,70,28,70,75.0,77.0,79.0,74.0,78.0,84.0,175
4216,81,ST,4,3,93,78,73,79,41,79,27,79,66.0,55.0,81.0,86.0,66.0,75.0,186
4217,81,CAM,4,3,53,80,79,79,72,80,35,84,84.0,64.0,85.0,76.0,79.0,74.0,184
4218,81,CF,4,4,70,77,80,85,44,63,36,69,66.0,83.0,85.0,70.0,76.0,62.0,174
4219,81,CF,4,4,70,81,79,79,59,72,33,80,74.0,78.0,83.0,73.0,69.0,78.0,181
4221,81,CM,3,3,67,68,80,80,75,67,31,74,58.0,75.0,84.0,65.0,81.0,77.0,179
4222,81,CB,3,3,65,49,64,65,82,81,31,85,84.0,37.0,70.0,47.0,70.0,70.0,196
4223,81,CB,2,2,58,49,61,59,81,88,34,85,83.0,47.0,65.0,81.0,74.0,89.0,191
4224,81,ST,4,5,76,81,59,78,33,72,28,78,63.0,76.0,80.0,80.0,36.0,66.0,185
4225,81,CB,2,2,76,40,59,64,80,80,29,78,88.0,72.0,64.0,89.0,62.0,72.0,182
4226,81,ST,4,3,85,81,75,78,43,68,34,70,66.0,77.0,79.0,85.0,72.0,75.0,172
4227,81,CAM,3,4,80,80,74,79,56,77,27,74,70.0,79.0,81.0,75.0,67.0,84.0,177
4228,81,RM,4,3,63,78,85,81,45,61,35,73,55.0,73.0,85.0,39.0,85.0,66.0,183
4230,81,CB,2,3,62,55,66,55,82,84,33,89,88.0,45.0,60.0,71.0,75.0,70.0,191
4232,81,RWB,3,3,82,62,73,76,81,79,31,80,77.0,55.0,76.0,84.0,74.0,86.0,187
4233,81,LB,3,3,77,61,78,72,80,79,34,75,79.0,65.0,73.0,80.0,81.0,89.0,183
4234,81,LM,4,4,79,76,79,83,66,72,35,75,68.0,76.0,83.0,74.0,80.0,76.0,176
4235,81,ST,4,4,87,83,70,76,32,73,31,80,67.0,66.0,78.0,67.0,62.0,74.0,187
4236,81,CF,4,3,69,82,80,81,43,63,33,79,58.0,56.0,87.0,33.0,74.0,64.0,190
4237,81,CM,4,4,66,79,78,80,70,76,34,86,83.0,68.0,84.0,76.0,78.0,68.0,186
4239,81,LM,4,4,87,77,74,83,57,64,34,70,58.0,78.0,83.0,62.0,68.0,79.0,180
4240,81,CM,3,4,62,76,81,80,70,70,35,61,74.0,84.0,82.0,77.0,81.0,78.0,170
4241,81,ST,4,4,91,78,61,78,25,72,28,69,66.0,90.0,78.0,86.0,55.0,72.0,170
4242,81,ST,4,3,70,82,65,76,36,73,36,77,52.0,58.0,79.0,74.0,46.0,68.0,184
4243,81,RM,4,3,80,86,76,79,48,88,35,85,83.0,59.0,79.0,69.0,72.0,86.0,180
4247,81,LB,3,3,77,62,79,78,78,74,28,74,77.0,82.0,82.0,75.0,72.0,79.0,178
4248,81,RM,4,3,91,75,73,85,34,71,31,80,61.0,78.0,82.0,78.0,56.0,75.0,184
4249,81,CAM,4,5,82,71,76,81,39,60,22,82,40.0,71.0,82.0,70.0,73.0,68.0,188
4250,81,CB,2,3,64,58,70,65,83,78,27,83,70.0,49.0,72.0,66.0,72.0,75.0,188
4251,81,LWB,3,2,88,53,74,79,76,76,28,78,71.0,74.0,77.0,63.0,71.0,80.0,180
4252,81,ST,3,2,73,79,58,74,45,82,27,91,44.0,53.0,80.0,86.0,36.0,77.0,190
4253,81,CB,2,3,55,49,47,57,80,77,30,81,86.0,48.0,66.0,88.0,58.0,58.0,186
4254,81,CM,4,3,70,65,78,83,68,66,25,70,78.0,75.0,86.0,48.0,80.0,67.0,179
4255,81,RM,3,2,89,74,78,83,62,54,36,60,65.0,90.0,83.0,67.0,76.0,78.0,170
4256,81,CAM,4,3,79,71,76,87,51,56,29,63,66.0,96.0,84.0,73.0,67.0,64.0,169
4257,81,ST,3,3,88,81,63,66,42,90,30,83,90.0,61.0,67.0,75.0,53.0,93.0,186
4259,80,LB,4,3,75,68,79,78,74,70,36,65,75.0,76.0,79.0,55.0,70.0,75.0,175
4260,80,LB,3,3,73,70,76,80,77,74,32,78,84.0,86.0,82.0,67.0,76.0,87.0,174
4261,80,RB,4,3,92,57,67,80,73,72,28,67,77.0,83.0,78.0,80.0,65.0,91.0,177
4263,80,CM,4,4,85,73,78,83,66,76,28,70,77.0,88.0,84.0,69.0,75.0,83.0,175
4264,80,CDM,2,3,58,65,69,73,80,88,30,87,89.0,65.0,75.0,79.0,70.0,82.0,184
4265,80,LB,3,3,76,62,73,77,79,76,31,76,87.0,76.0,76.0,75.0,66.0,75.0,174
4266,80,LB,3,3,69,58,71,75,80,70,35,72,76.0,73.0,77.0,74.0,61.0,74.0,179
4268,80,RB,3,3,81,53,71,73,79,68,26,66,63.0,79.0,77.0,71.0,70.0,80.0,176
4269,80,RB,3,3,76,65,73,78,80,73,33,67,78.0,74.0,78.0,71.0,70.0,77.0,177
4270,80,CB,3,3,70,47,63,68,83,74,31,73,76.0,68.0,67.0,83.0,67.0,68.0,180
4271,80,LB,4,3,73,67,79,76,78,75,29,77,75.0,70.0,78.0,73.0,78.0,77.0,180
4272,80,LM,5,5,77,76,78,85,35,62,35,68,61.0,77.0,86.0,39.0,77.0,69.0,177
4273,80,LM,5,3,77,74,79,84,66,81,30,69,86.0,86.0,82.0,69.0,73.0,90.0,172
4274,80,ST,5,3,80,79,71,79,36,83,29,82,77.0,63.0,80.0,78.0,68.0,83.0,184
4275,80,ST,3,3,88,80,61,64,42,88,30,83,88.0,60.0,65.0,74.0,52.0,91.0,186
4277,80,CB,3,3,69,64,65,68,84,73,35,79,75.0,67.0,69.0,65.0,67.0,69.0,183
4278,80,ST,4,4,88,75,68,83,27,72,30,79,50.0,80.0,83.0,62.0,55.0,74.0,179
4279,80,CM,5,5,51,74,85,83,60,54,37,66,64.0,82.0,86.0,53.0,84.0,50.0,168
4280,80,RM,4,3,73,80,78,82,42,71,32,83,76.0,67.0,83.0,61.0,74.0,60.0,190
4281,80,CB,3,3,76,57,71,67,81,80,30,85,81.0,47.0,71.0,54.0,83.0,74.0,194
